"","path","name","type","binary","ruodk_name","label","label_english_(en)","label_français_(fr)","label_<U+1019><U+103C><U+1014><U+103A><U+1019><U+102C><U+1005><U+102C>_(my)","label_swahili_(sw)","label_<U+0939><U+093F><U+0928><U+094D><U+0926><U+0940>_(in)","choices","choices_english_(en)","choices_français_(fr)","choices_<U+1019><U+103C><U+1014><U+103A><U+1019><U+102C><U+1005><U+102C>_(my)","choices_swahili_(sw)","choices_<U+0939><U+093F><U+0928><U+094D><U+0926><U+0940>_(in)"
"1","/today","today","date",NA,"today",NA,NA,NA,NA,NA,NA,NA,
